id	definition	parents
MESH:D003963	A type of irritant dermatitis localized to the area in contact with a diaper and occurring most often as a reaction to prolonged contact with urine, feces, or retained soap or detergent.	
MESH:D003965	A congenital abnormality characterized by the elevation of the DIAPHRAGM dome. It is the result of a thinned diaphragmatic muscle and injured PHRENIC NERVE, allowing the intra-abdominal viscera to push the diaphragm upward against the LUNG.	
MESH:D003966	An autosomal dominant form of dysplasia that is characterized by progressive thickening of diaphyseal cortex of long bones. Mutations in the gene that encodes TRANSFORMING GROWTH FACTOR BETA1 are one cause of this disorder.	
MESH:D003967	An increased liquidity or decreased consistency of FECES, such as running stool. Fecal consistency is related to the ratio of water-holding capacity of insoluble solids to total water, rather than the amount of water present. Diarrhea is not hyperdefecation or increased fecal weight.	
MESH:D003968	DIARRHEA occurring in infants from newborn to 24-months old.	
MESH:D003969	A tumor that secretes VASOACTIVE INTESTINAL PEPTIDE, a neuropeptide that causes VASODILATION; relaxation of smooth muscles; watery DIARRHEA; HYPOKALEMIA; and HYPOCHLORHYDRIA. Vipomas, derived from the pancreatic ISLET CELLS, generally are malignant and can secrete other hormones. In most cases, Vipomas are located in the PANCREAS but can be found in extrapancreatic sites.	
MESH:D003970	An abnormal opening or fissure between two adjacent teeth.	
MESH:D004011	Infection with flukes of the genus Dicrocoelium.	
MESH:D004022	Infection with nematodes of the genus DICTYOCAULUS. In deer, cattle, sheep, and horses the bronchi are the site of infestation.	
MESH:D004030	Gastrointestinal infection with organisms of the genus DIENTAMOEBA.	
MESH:D004057	A disease of elderly men characterized by large osteophytes that bridge vertebrae and ossification of ligaments and tendon insertions.	
MESH:D004062	Congenital syndrome characterized by a wide spectrum of characteristics including the absence of the THYMUS and PARATHYROID GLANDS resulting in T-cell immunodeficiency, HYPOCALCEMIA, defects in the outflow tract of the heart, and craniofacial anomalies.	
MESH:D004065	Congenital structural abnormalities of the DIGESTIVE SYSTEM.	
MESH:D004066	Diseases in any part of the GASTROINTESTINAL TRACT or the accessory organs (LIVER; BILIARY TRACT; PANCREAS).	
MESH:D004067	Tumors or cancer of the DIGESTIVE SYSTEM.	
MESH:D004108	The condition of an anatomical structure's being dilated beyond normal dimensions.	
MESH:D004154	Infections with nematodes of the genus DIPETALONEMA.	
MESH:D004165	A localized infection of mucous membranes or skin caused by toxigenic strains of CORYNEBACTERIUM DIPHTHERIAE. It is characterized by the presence of a pseudomembrane at the site of infection. DIPHTHERIA TOXIN, produced by C. diphtheriae, can cause myocarditis, polyneuritis, and other systemic toxic effects.	
MESH:D004169	Infection with tapeworms of the genus Diphyllobothrium.	
MESH:D004172	A visual symptom in which a single object is perceived by the visual cortex as two objects rather than one. Disorders associated with this condition include REFRACTIVE ERRORS; STRABISMUS; OCULOMOTOR NERVE DISEASES; TROCHLEAR NERVE DISEASES; ABDUCENS NERVE DISEASES; and diseases of the BRAIN STEM and OCCIPITAL LOBE.	
MESH:D004184	Infection with nematodes of the genus DIROFILARIA, usually in animals, especially dogs, but occasionally in man.	
MESH:D004194	A definite pathologic process with a characteristic set of signs and symptoms. It may affect the whole body or any of its parts, and its etiology, pathology, and prognosis may be known or unknown.	
MESH:D004195	Naturally-occurring or experimentally-induced animal diseases with pathological processes analogous to human diseases.	
MESH:D004198	A constitution or condition of the body which makes the tissues react in special ways to certain extrinsic stimuli and thus tends to make the individual more than usually susceptible to certain diseases.	
MESH:D004200	Disorders affecting TWINS, one or both, at any age.	
MESH:D004204	Displacement of bones from their normal positions at a joint.	
MESH:D004211	A disorder characterized by procoagulant substances entering the general circulation causing a systemic thrombotic process. The activation of the clotting mechanism may arise from any of a number of disorders. A majority of the patients manifest skin lesions, sometimes leading to PURPURA FULMINANS.	
MESH:D004213	Sudden temporary alterations in the normally integrative functions of consciousness.	
MESH:D004216	A name for several highly contagious viral diseases of animals, especially canine distemper. In dogs, it is caused by the canine distemper virus (DISTEMPER VIRUS, CANINE). It is characterized by a diphasic fever, leukopenia, gastrointestinal and respiratory inflammation and sometimes, neurologic complications. In cats it is known as FELINE PANLEUKOPENIA.	
MESH:D004238	Inflammation of a DIVERTICULUM or diverticula.	
MESH:D004239	Inflammation of the COLONIC DIVERTICULA, generally with abscess formation and subsequent perforation.	
MESH:D004240	A pouch or sac developed from a tubular or saccular organ, such as the GASTROINTESTINAL TRACT.	
MESH:D004241	A pouch or sac opening from the COLON.	
MESH:D004244	An imprecise term which may refer to a sense of spatial disorientation, motion of the environment, or lightheadedness.	
MESH:D004266	Diseases caused by DNA VIRUSES.	
MESH:D004283	Diseases of the domestic dog (Canis familiaris). This term does not include diseases of wild dogs, WOLVES; FOXES; and other Canidae for which the heading CARNIVORA is used.	
MESH:D004310	Incomplete transposition of the great vessels in which both the AORTA and the PULMONARY ARTERY arise from the RIGHT VENTRICLE. The only outlet of the LEFT VENTRICLE is a large ventricular septal defect (VENTRICULAR SEPTAL DEFECTS or VSD). The various subtypes are classified by the location of the septal defect, such as subaortic, subpulmonary, or noncommitted.	
MESH:D004313	A disease of horses and donkeys caused by Trypanosoma equiperdum. The disease occurs in Africa, the Americas, and Asia.	
MESH:D004314	A chromosome disorder associated either with an extra CHROMOSOME 21 or an effective TRISOMY for chromosome 21. Clinical manifestations include HYPOTONIA, short stature, BRACHYCEPHALY, upslanting palpebral fissures, epicanthus, Brushfield spots on the iris, protruding tongue, small ears, short, broad hands, fifth finger clinodactyly, single transverse palmar crease, and moderate to severe INTELLECTUAL DISABILITY. Cardiac and gastrointestinal malformations, a marked increase in the incidence of LEUKEMIA, and the early onset of ALZHEIMER DISEASE are also associated with this condition. Pathologic features include the development of NEUROFIBRILLARY TANGLES in neurons and the deposition of AMYLOID BETA-PROTEIN, similar to the pathology of ALZHEIMER DISEASE. (Menkes, Textbook of Child Neurology, 5th ed, p213)	
MESH:D004320	Infection with nematodes of the genus Dracunculus. One or more worms may be seen at a time, with the legs and feet being the most commonly infected areas. Symptoms include pruritus, nausea, vomiting, diarrhea, or asthmatic attacks.	
MESH:D004332	Death that occurs as a result of anoxia or heart arrest, associated with immersion in liquid.	
MESH:D004342	Immunologically mediated adverse reactions to medicinal substances used legally or illegally.	
MESH:D004368	A condition sometimes occurring after tooth extraction, particularly after traumatic extraction, resulting in a dry appearance of the exposed bone in the socket, due to disintegration or loss of the blood clot. It is basically a focal osteomyelitis without suppuration and is accompanied by severe pain (alveolalgia) and foul odor. (Dorland, 28th ed)	
MESH:D004370	A syndrome characterized by marked limitation of abduction of the eye, variable limitation of adduction and retraction of the globe, and narrowing of the palpebral fissure on attempted adduction. The condition is caused by aberrant innervation of the lateral rectus by fibers of the OCULOMOTOR NERVE.	
MESH:D004374	A congenital heart defect characterized by the persistent opening of fetal DUCTUS ARTERIOSUS that connects the PULMONARY ARTERY to the descending aorta (AORTA, DESCENDING) allowing unoxygenated blood to bypass the lung and flow to the PLACENTA. Normally, the ductus is closed shortly after birth.	
MESH:D004377	Gastrointestinal symptoms resulting from an absent or nonfunctioning pylorus.	
MESH:D004378	Pathological conditions in the DUODENUM region of the small intestine (INTESTINE, SMALL).	
MESH:D004379	Tumors or cancer of the DUODENUM.	
MESH:D004380	Hindrance of the passage of luminal contents in the DUODENUM. Duodenal obstruction can be partial or complete, and caused by intrinsic or extrinsic factors. Simple obstruction is associated with diminished or stopped flow of luminal contents. Strangulating obstruction is associated with impaired blood flow to the duodenum in addition to obstructed flow of luminal contents.	
MESH:D004381	A PEPTIC ULCER located in the DUODENUM.	
MESH:D004382	Inflammation of the DUODENUM section of the small intestine (INTESTINE, SMALL). Erosive duodenitis may cause bleeding in the UPPER GI TRACT and PEPTIC ULCER.	
